id,name,city,state,category,lat,lng,address,website,dog_friendly_notes,featured
modern-times-lomaland-san-diego,Modern Times Lomaland,San Diego,CA,Brewery,32.754700,-117.206900,"3725 Greenwood St, San Diego, CA 92110",https://www.moderntimesbeer.com/,Dog-friendly brewery patio is commonly reported; verify current rules.,false
pure-project-balboa-park-san-diego,Pure Project Balboa Park,San Diego,CA,Brewery,32.729900,-117.151200,"2865 5th Ave, San Diego, CA 92103",https://www.purebrewing.org/,Dog-friendly outdoor seating is commonly reported; verify current rules.,false
societe-brewing-company-san-diego,Societe Brewing Company,San Diego,CA,Brewery,32.832900,-117.137300,"8262 Clairemont Mesa Blvd, San Diego, CA 92111",https://societebrewing.com/,Dog-friendly patio is commonly reported; verify current rules.,false
stone-brewing-world-bistro-and-gardens-liberty-station-san-diego,Stone Brewing World Bistro & Gardens Liberty Station,San Diego,CA,Brewery,32.740200,-117.212400,"2816 Historic Decatur Rd, San Diego, CA 92106",https://www.stonebrewing.com/visit/bistros/liberty-station,Dog-friendly outdoor area with patio seating.,true
thorn-brewing-north-park-san-diego,Thorn Brewing North Park,San Diego,CA,Brewery,32.739300,-117.129100,"3176 Thorn St, San Diego, CA 92104",https://thorn.beer/,Dog-friendly outdoor seating is commonly reported; verify current rules.,false
better-buzz-coffee-pacific-beach-san-diego,Better Buzz Coffee Pacific Beach,San Diego,CA,Coffee,32.798700,-117.254300,"1186 Garnet Ave, San Diego, CA 92109",https://betterbuzzcoffee.com/,Dog-friendly outdoor seating is commonly reported.,false
bird-rock-coffee-roasters-la-jolla-san-diego,Bird Rock Coffee Roasters La Jolla,San Diego,CA,Coffee,32.814700,-117.269400,"5627 La Jolla Blvd, La Jolla, CA 92037",https://birdrockcoffee.com/,Dog-friendly outdoor seating is commonly reported.,false
communal-coffee-north-park-san-diego,Communal Coffee North Park,San Diego,CA,Coffee,32.730900,-117.130100,"2335 University Ave, San Diego, CA 92104",https://communalcoffee.com/,Dog-friendly outdoor seating is commonly reported.,false
james-coffee-india-street-san-diego,James Coffee India Street,San Diego,CA,Coffee,32.724300,-117.168300,"2355 India St, San Diego, CA 92101",https://jamescoffeeco.com/,Dog-friendly outdoor seating is commonly reported.,false
allied-gardens-dog-park-san-diego,Allied Gardens Dog Park,San Diego,CA,Dog Park,32.798700,-117.080500,"6707 Glenroy St, San Diego, CA 92120",https://www.sandiego.gov/park-and-recreation/parks/dogs/leashfree/,Fenced off-leash area behind Allied Gardens Pool.,false
cadman-community-park-dog-off-leash-area-san-diego,Cadman Community Park Dog Off-Leash Area,San Diego,CA,Dog Park,32.827800,-117.202900,"4280 Avati Dr, San Diego, CA 92117",https://www.sandiego.gov/park-and-recreation/parks/dogs/leashfree/,Off-leash area with posted schedule and boundary rules.,false
capehart-dog-park-san-diego,Capehart Dog Park,San Diego,CA,Dog Park,32.811800,-117.235400,"Felspar St and Soledad Mountain Rd, San Diego, CA 92109",https://www.sandiego.gov/park-and-recreation/parks/dogs/leashfree/,Fenced pens for small and large dogs.,false
centrum-dog-park-san-diego,Centrum Dog Park,San Diego,CA,Dog Park,32.829500,-117.150100,"4855 Ariva Way, San Diego, CA 92123",https://www.sandiego.gov/park-and-recreation/parks/dogs/leashfree/,Off-leash area in Kearny Mesa.,false
charles-l-lewis-iii-memorial-dog-park-san-diego,Charles L. Lewis III Memorial Dog Park,San Diego,CA,Dog Park,32.712800,-117.093700,"4750 Home Ave, San Diego, CA 92105",https://www.sandiego.gov/park-and-recreation/parks/dogs/leashfree/,Half-acre off-leash dog park within the memorial park.,false
doyle-community-dog-park-san-diego,Doyle Community Dog Park,San Diego,CA,Dog Park,32.854000,-117.219100,"8175 Regents Rd, San Diego, CA 92122",https://www.sandiego.gov/park-and-recreation/parks/dogs/leashfree/,Two fenced turf areas for small and large dogs.,false
dusty-rhodes-dog-park-san-diego,Dusty Rhodes Dog Park,San Diego,CA,Dog Park,32.751800,-117.238900,"2469 Sunset Cliffs Blvd, San Diego, CA 92107",https://www.sandiego.gov/park-and-recreation/parks/dogs/leashfree/,Off-leash dog park in Ocean Beach.,false
four-gee-county-park-san-diego,Four Gee County Park,San Diego,CA,Dog Park,33.015500,-117.109500,"16910 Four Gee Rd, San Diego, CA 92127",https://www.sdparks.org/content/sdparks/en/park-pages/FourGeePark.html/,Fenced off-leash areas with agility equipment.,false
gompers-dog-park-san-diego,Gompers Dog Park,San Diego,CA,Dog Park,32.713900,-117.085400,"4926 Hilltop Dr, San Diego, CA 92102",https://www.sandiego.gov/park-and-recreation/parks/dogs/leashfree/,Off-leash area with separate pens.,false
grape-street-dog-park-san-diego,Grape Street Dog Park,San Diego,CA,Dog Park,32.735000,-117.133100,"1998 28th St, San Diego, CA 92102",https://www.sandiego.gov/park-and-recreation/parks/dogs/leashfree/,Open off-leash area at Grape and 28th streets.,true
kearny-mesa-dog-park-san-diego,Kearny Mesa Dog Park,San Diego,CA,Dog Park,32.802700,-117.149400,"3170 Armstrong St, San Diego, CA 92111",https://www.sandiego.gov/park-and-recreation/parks/dogs/leashfree/,Lighted off-leash park with dog water stations.,false
maddox-dog-park-san-diego,Maddox Dog Park,San Diego,CA,Dog Park,32.906600,-117.152700,"7815 Flanders Dr, San Diego, CA 92126",https://www.sandiego.gov/park-and-recreation/parks/dogs/leashfree/,Turfed off-leash area with walkway and drinking fountain.,false
morley-field-dog-park-san-diego,Morley Field Dog Park,San Diego,CA,Dog Park,32.735400,-117.139400,"2225 Morley Field Dr, San Diego, CA 92104",https://www.sandiego.gov/park-and-recreation/parks/dogs/leashfree/,Open off-leash area near Morley Field.,true
nate-s-point-dog-park-san-diego,Nate's Point Dog Park,San Diego,CA,Dog Park,32.731600,-117.155700,"Balboa Dr at El Prado, San Diego, CA 92103",https://www.sandiego.gov/park-and-recreation/parks/dogs/leashfree/,Open off-leash area in Balboa Park.,true
nobel-dog-park-san-diego,Nobel Dog Park,San Diego,CA,Dog Park,32.867500,-117.216700,"8820 Judicial Dr, San Diego, CA 92122",https://www.sandiego.gov/park-and-recreation/parks/dogs/leashfree/,Fenced dog park with separate sections for large and small dogs.,false
rancho-bernardo-dog-park-san-diego,Rancho Bernardo Dog Park,San Diego,CA,Dog Park,33.048700,-117.066800,"18448 W Bernardo Dr, San Diego, CA 92127",https://www.sandiego.gov/park-and-recreation/parks/dogs/leashfree/,Large leash-free area beside Rancho Bernardo Community Park.,false
rancho-penasquitos-dog-park-san-diego,Rancho Penasquitos Dog Park,San Diego,CA,Dog Park,32.959400,-117.125700,"Salmon River Rd and Fairgrove Ln, San Diego, CA 92129",https://www.sandiego.gov/park-and-recreation/parks/dogs/leashfree/,Fenced turfed areas with benches and street parking.,false
torrey-highlands-dog-park-san-diego,Torrey Highlands Dog Park,San Diego,CA,Dog Park,32.966000,-117.153500,"Lansdale Dr off Del Mar Heights Rd, San Diego, CA 92130",https://www.sandiego.gov/park-and-recreation/parks/dogs/leashfree/,Turfed and mulched leash-free area.,false
lake-murray-san-diego,Lake Murray,San Diego,CA,Lake,32.783000,-117.036200,"5540 Kiowa Dr, La Mesa, CA 91942",https://www.sandiego.gov/reservoirs-lakes/murray-reservoir,Leashed dogs are allowed around the reservoir path; check reservoir rules.,true
balboa-park-san-diego,Balboa Park,San Diego,CA,Park,32.734148,-117.144553,"1549 El Prado, San Diego, CA 92101",https://balboapark.org/,Leashed dogs are allowed in many outdoor park areas; use posted rules for gardens and museums.,true
bonita-cove-park-san-diego,Bonita Cove Park,San Diego,CA,Park,32.771500,-117.252500,"1100 W Mission Bay Dr, San Diego, CA 92109",https://www.sandiego.gov/park-and-recreation/parks/regional/missionbay,Leashed dogs are allowed in grassy park areas under Mission Bay rules.,false
crown-point-park-san-diego,Crown Point Park,San Diego,CA,Park,32.785700,-117.237800,"Crown Point Dr, San Diego, CA 92109",https://www.sandiego.gov/park-and-recreation/parks/regional/missionbay,Leashed bayfront park with paths and open grass.,false
embarcadero-marina-park-north-san-diego,Embarcadero Marina Park North,San Diego,CA,Park,32.709100,-117.166900,"400 Kettner Blvd, San Diego, CA 92101",https://www.portofsandiego.org/,Leashed dogs are allowed in outdoor waterfront park areas.,false
kate-sessions-park-san-diego,Kate Sessions Park,San Diego,CA,Park,32.811200,-117.240300,"5115 Soledad Rd, San Diego, CA 92109",https://www.sandiego.gov/park-and-recreation/centers/recctr/katesessions,Leashed dogs are allowed in park areas with city rules.,false
mission-bay-park-san-diego,Mission Bay Park,San Diego,CA,Park,32.779200,-117.218900,"2688 E Mission Bay Dr, San Diego, CA 92109",https://www.sandiego.gov/park-and-recreation/parks/regional/missionbay,Leashed dogs are allowed in many park areas; beach rules vary by area and time.,true
presidio-park-san-diego,Presidio Park,San Diego,CA,Park,32.759800,-117.193300,"2811 Jackson St, San Diego, CA 92110",https://www.sandiego.gov/park-and-recreation/parks/regional/presidio,Leashed dogs are allowed in outdoor park areas.,false
tuna-harbor-park-san-diego,Tuna Harbor Park,San Diego,CA,Park,32.709300,-117.173600,"3 Tuna Ln, San Diego, CA 92101",https://www.portofsandiego.org/,Leashed waterfront walk near the harbor and public art.,false
waterfront-park-san-diego,Waterfront Park,San Diego,CA,Park,32.721600,-117.172700,"1600 Pacific Hwy, San Diego, CA 92101",https://www.sdparks.org/content/sdparks/en/park-pages/Waterfront.html/,Dogs must remain on a leash no longer than six feet.,true
backyard-kitchen-and-tap-san-diego,Backyard Kitchen & Tap,San Diego,CA,Patio,32.797200,-117.255700,"832 Garnet Ave, San Diego, CA 92109",https://www.backyardpb.com,Dogs are allowed in outdoor areas.,false
liberty-public-market-patio-san-diego,Liberty Public Market Patio,San Diego,CA,Patio,32.740700,-117.212100,"2820 Historic Decatur Rd, San Diego, CA 92106",https://libertypublicmarketsd.com,"Dogs are allowed on the patio, but only service dogs are allowed inside.",true
baja-bettys-san-diego,Baja Bettys,San Diego,CA,Restaurant,32.748900,-117.148500,"1421 University Ave, San Diego, CA 92103",https://bajabettyssd.com/,Dog-friendly outdoor patio seating.,false
blue-water-seafood-ocean-beach-san-diego,Blue Water Seafood Ocean Beach,San Diego,CA,Restaurant,32.745300,-117.250800,"5083 Santa Monica Ave, San Diego, CA 92107",https://bluewaterseafoodsandiego.com/,Dog-friendly outdoor patio seating is commonly reported.,false
duck-dive-san-diego,Duck Dive,San Diego,CA,Restaurant,32.798200,-117.256000,"4650 Mission Blvd, San Diego, CA 92109",https://www.theduckdive.com/,Dog-friendly outdoor patio seating.,false
gravity-heights-mission-valley-san-diego,Gravity Heights Mission Valley,San Diego,CA,Restaurant,32.765200,-117.156800,"525 Camino De La Reina, San Diego, CA 92108",https://gravityheights.com/mission-valley,Spacious outdoor patio is described as suited for dogs.,false
lazy-dog-restaurant-and-bar-san-diego,Lazy Dog Restaurant & Bar,San Diego,CA,Restaurant,32.775700,-117.148100,"1202 Camino Del Rio N, San Diego, CA 92108",https://www.lazydogrestaurants.com/locations/san-diego-ca/,Restaurant brand offers dog-friendly patio dining at many locations.,false
ob-surf-lodge-san-diego,OB Surf Lodge,San Diego,CA,Restaurant,32.748100,-117.252500,"5083 Santa Monica Ave, San Diego, CA 92107",https://www.obsurflodge.com/,Dog-friendly outdoor seating near Ocean Beach.,true
panama-66-san-diego,Panama 66,San Diego,CA,Restaurant,32.731400,-117.150000,"1450 El Prado, San Diego, CA 92102",https://www.panama66.com/,Outdoor sculpture garden seating is commonly dog-friendly; verify current rules.,false
queenstown-public-house-san-diego,Queenstown Public House,San Diego,CA,Restaurant,32.724900,-117.167100,"1557 Columbia St, San Diego, CA 92101",https://queenstownpublichouse.com/,Dog-friendly patio seating is commonly reported.,false
raglan-public-house-san-diego,Raglan Public House,San Diego,CA,Restaurant,32.747800,-117.250600,"1851 Bacon St, San Diego, CA 92107",https://raglanpublichouse.com/,Dog-friendly outdoor patio seating.,false
station-tavern-san-diego,Station Tavern,San Diego,CA,Restaurant,32.721500,-117.130700,"2204 Fern St, San Diego, CA 92104",https://www.stationtavern.com/,Dog-friendly outdoor patio seating.,false
the-prado-at-balboa-park-san-diego,The Prado at Balboa Park,San Diego,CA,Restaurant,32.731600,-117.149600,"1549 El Prado, San Diego, CA 92101",https://www.cohnrestaurants.com/theprado,Dog-friendly patio seating is commonly reported.,true
the-regal-beagle-san-diego,The Regal Beagle,San Diego,CA,Restaurant,32.756200,-117.137300,"3659 India St, San Diego, CA 92103",https://regalbeaglesd.com/,Dog-friendly patio seating is commonly reported.,false
working-class-san-diego,Working Class,San Diego,CA,Restaurant,32.747300,-117.130300,"4095 30th St, San Diego, CA 92104",https://www.workingclasssd.com/,Dog-friendly outdoor patio seating.,false
border-field-state-park-san-diego,Border Field State Park,San Diego,CA,Scenic Spot,32.544100,-117.121700,"1500 Monument Rd, San Diego, CA 92154",https://www.parks.ca.gov,"Dogs are allowed on leash in designated parking and road areas, not on trails or beach.",false
los-penasquitos-waterfall-san-diego,Los Penasquitos Waterfall,San Diego,CA,Scenic Spot,32.932100,-117.176700,"Los Penasquitos Canyon Preserve, San Diego, CA 92129",https://www.sandiego.gov/park-and-recreation/parks/osp/lospenasquitos,Leashed trail destination with seasonal creek and waterfall area.,true
pacific-beach-boardwalk-san-diego,Pacific Beach Boardwalk,San Diego,CA,Scenic Spot,32.794200,-117.255900,"Mission Blvd, San Diego, CA 92109",https://www.sandiego.gov/park-and-recreation/parks/regional/shoreline,Leashed dogs are allowed during city beach and boardwalk dog hours.,true
sunset-cliffs-natural-park-san-diego,Sunset Cliffs Natural Park,San Diego,CA,Scenic Spot,32.719100,-117.254700,"Ladera St, San Diego, CA 92107",https://www.sandiego.gov/park-and-recreation/parks/regional/shoreline/sunset,Leashed dogs are allowed on paths; keep distance from unstable cliffs.,true
cowles-mountain-trail-san-diego,Cowles Mountain Trail,San Diego,CA,Trail,32.814400,-117.031600,"7001 Golfcrest Dr, San Diego, CA 92119",https://mtrp.org/,Popular leashed dog hike with exposed sections and steep grades.,true
los-penasquitos-canyon-preserve-san-diego,Los Penasquitos Canyon Preserve,San Diego,CA,Trail,32.939100,-117.136400,"12020 Black Mountain Rd, San Diego, CA 92129",https://www.sandiego.gov/park-and-recreation/parks/osp/lospenasquitos,Leashed dogs are allowed on many preserve trails; stay on marked routes.,true
marian-bear-memorial-park-san-diego,Marian Bear Memorial Park,San Diego,CA,Trail,32.822700,-117.221900,"5491 Genesee Ave, San Diego, CA 92117",https://www.sandiego.gov/park-and-recreation/parks/osp/marianbear,Leashed dogs are allowed on canyon trails; use posted trail rules.,false
mission-trails-regional-park-san-diego,Mission Trails Regional Park,San Diego,CA,Trail,32.838383,-117.039011,"1 Father Junipero Serra Trail, San Diego, CA 92119",https://mtrp.org/,Leashed dogs are allowed on many trails; avoid heat and check posted closures.,true
san-clemente-canyon-trail-san-diego,San Clemente Canyon Trail,San Diego,CA,Trail,32.850700,-117.204400,"San Clemente Canyon, San Diego, CA 92122",https://www.sandiego.gov/park-and-recreation/parks/osp/marianbear,Leashed canyon trail with shaded sections and neighborhood access.,false
tecolote-canyon-natural-park-san-diego,Tecolote Canyon Natural Park,San Diego,CA,Trail,32.803000,-117.197000,"5180 Tecolote Rd, San Diego, CA 92110",https://www.sandiego.gov/park-and-recreation/parks/osp/tecolote,Leashed dogs are allowed on canyon trails; carry water.,false
hidden-house-coffee-san-juan-capistrano-san-juan-capistrano,Hidden House Coffee San Juan Capistrano,San Juan Capistrano,CA,Coffee,33.500900,-117.662400,"31791 Los Rios St, San Juan Capistrano, CA 92675",https://hiddenhousecoffee.com/,Dog-friendly outdoor seating is commonly reported.,false
san-juan-capistrano-dog-park-san-juan-capistrano,San Juan Capistrano Dog Park,San Juan Capistrano,CA,Dog Park,33.502100,-117.663700,"Camino Del Avion, San Juan Capistrano, CA 92675",https://www.sanjuancapistrano.org/,Community dog park; verify current access and rules.,false
santee-lakes-recreation-preserve-santee,Santee Lakes Recreation Preserve,Santee,CA,Lake,32.857100,-117.002800,"9310 Fanita Pkwy, Santee, CA 92071",https://www.santeelakes.com/,Leashed dogs are allowed in many outdoor areas and campsites; check pet rules.,true
lonny-brewer-county-park-spring-valley,Lonny Brewer County Park,Spring Valley,CA,Dog Park,32.739100,-116.994400,"1590 Hilton Head Rd, El Cajon, CA 92019",https://www.sdparks.org/content/sdparks/en/park-pages/LonnyBrewer.html/,"Three off-leash areas for small, large, and mixed-size dogs.",false
o-neill-regional-park-trabuco-canyon,O'Neill Regional Park,Trabuco Canyon,CA,Campground,33.651500,-117.599800,"30892 Trabuco Canyon Rd, Trabuco Canyon, CA 92679",https://www.ocparks.com/parks-trails/oneill-regional-park/,"Dogs are allowed in the campground, paved roads, and select trails on leash.",true
holy-jim-historic-trail-trabuco-canyon,Holy Jim Historic Trail,Trabuco Canyon,CA,Trail,33.676400,-117.514700,"Trabuco Canyon Rd, Trabuco Canyon, CA 92679",https://www.ocgov.com/services/animal-care/pet-friendly-parks/,Listed by Orange County Animal Care as a pet-friendly park or trail.,false
tustin-dog-park-tustin,Tustin Dog Park,Tustin,CA,Dog Park,33.744700,-117.808400,"14712 Bentley Cir, Tustin, CA 92780",https://www.tustinca.org/,Dog park area; verify current hours and rules.,false
